id,category,title,body,amenities,bathrooms,bedrooms,currency,fee,has_photo,pets_allowed,price,price_display,price_type,square_feet,address,cityname,state,latitude,longitude,source,time
5509225092,housing/rent/apartment,Two Spacious BR in Plainsboro,"Well Maintained 1st Floor End Unit East Facing featuring 2 large Beds and 2 Full Bathrooms. Totally up-to-date newer stainless kitchen appliances, new Vanities in both bathrooms and a spacious living room. Conveniently located to all major Highways, Princeton Jct Railway station, Park-n-Ride bus depot, parks and shopping. Blue Ribbon West Windsor Plainsboro School District Association has Pool, Tennis Courts and Playgrounds. Make your Appointment Today before its gone.","Pool,Tennis",2.0,2.0,USD,No,Yes,,1700,"$1,700.00 ",Monthly,1036,,Plainsboro,NJ,40.3346,-74.5794,RentDigs.com,1568779912
5508714529,housing/rent/apartment,Yes There are cool communities east of Colorado !,"Looking to live in a with some authentic urban character You ve found it. Located in Hilltop, is within walkable distance of some of the hippest hangout in the area. plus some hidden gems that only the locals know about. Built in 1963, this iconic 3 level building originally known as The Gloria J has been completely renovated into twenty light-filled studio, 1 beds, and 2 beds apartments and a community with great features like a sparkling pool and communal garden. Ready to make your move Come see us! Where you live matters. At RedPeak, we re committed to delivering the best Denver-area living experiences because this is where we live, where we were founded, and where we re solely focused. We re not a company that just manages properties. We own every 1 of our buildings, and truly care about our communities and the people whothem home. Square footage range: 710 - 710.",Pool,1.0,1.0,USD,No,Thumbnail,,1205,"$1,205.00 ",Monthly,710,,Denver,CO,39.7333,-104.914,RentDigs.com,1568747108
5509009734,housing/rent/apartment,Beautiful fourth floor unit featuring 2 BR and 2 BA. Pet OK!,"Bright and airy open floor plan between living space and kitchen. This unit boasts stainless appliances, granite countertops, laminate flooring and cloths washer and drier hookups. Off on street parking onsite. FOR SHOWINGS. Commuters dream! Great rental in Attleboro. Unit features stainless appliances, granite countertops, washer-dryer connections in units. Renaissance Station consists of 80 residential units. The residents will also enjoy a full fitness/gymnasium room. Easy access to downtown, highways, and right next to the commuter rail. Pet friendly. Cable ready, Microwave, Air conditioner, Refrigerator, Dishwasher, Washer / dryer area / hookups, Oven / range, Heat - electric.","AC,Cable or Satellite,Dishwasher,Gym,Parking,Refrigerator,Washer Dryer",2.0,2.0,USD,No,Thumbnail,"Cats,Dogs",1600,"$1,600.00 ",Monthly,876,,Attleboro,MA,41.9392,-71.3028,RentDigs.com,1568767191
5508831305,housing/rent/apartment,"Apartment in quiet area, spacious with big kitchen","Create the comfortable lifestyle you desire at Hunter s Chase Apartments in ke, Ohio. Choose from quality 1 beds and 2 beds apartments for rent near Crocker, minutes from Lake Erie. Pre-lease 1 of our recently updated apartments, featuring new cabinets, quartz counters, stainless appliances, new hardware & lighting, and vinyl plank flooring. You ll enjoy the scenery and ambience of our garden-style community with mature trees and landscaping. Whether spending the day at home or heading out to work, Hunter s Chase Apartments offer the spaces and location you need for a positive living experience.. More units available: two Bd / 1 Bedrooms 848 square ft for $1,260/mo | two Bd / 2 Bedrooms 1,000 square ft for $1,308/mo | two Bd / 2 Bedrooms 1,000 sq-ft for $1,288/mo | one Bd / 1 Bedrooms 676 sq-ft for $1,046/mo | two Bd / 1 Bedrooms 848 sq-ft for $1,285/mo",,1.0,1.0,USD,No,Thumbnail,,1268,"$1,268.00 ",Monthly,841,,Westlake,OH,41.4501,-81.9235,RentDigs.com,1568755879
5668633408,housing/rent/apartment,One BR 14820 Piper Lane,"This unit is located at 14820 Piper Lane, Grand Haven, 49417, MIMonthly rental rates range from $965 - $1250We have one - two beds units available for rent",,1.0,1.0,USD,No,Thumbnail,"Cats,Dogs",965,$965.00 ,Monthly,605,14820 Piper Ln,Grand Haven,MI,43.0367,-86.1865,RentLingo,1577359910
5508655790,housing/rent/apartment,Two BR Apartment in Quiet Building - Clemmons,"Square footage: 967 square feet, unit number: 3589F. Apartments in Clemmons, NC offers one & two beds apartment homes in the location you desire with all the features you deserve. Located just 7 mis from Winston-Salem you can have the best of both cities. Looking for some outdoor adventure, we are just 2 mis from Tanglewood Park where you can hike, horseback riding or relax in the gardens. If shopping and entertainment is more your speed, we are only 6 mis from Hanes Mall. Plus, our ultraconvenient location gives you easy access to Interstate 40 so getting to Novant Health Forsyth Medical Center or Wake Forest Medical Center is a breeze. Apartments offers one & two beds layouts that feature a fully-equipped kitchen, washer-dryer hookup, wood style flooring, sun room, light/fan combo, walk-in closets and stylish finishes. Our community features a resortstyle pool with expansive sundeck, 24/7 fitness facilities, nature trail and more.","Gym,Parking,Pool,Washer Dryer",2.0,2.0,USD,No,Thumbnail,,853,$853.00 ,Monthly,967,,Clemmons,NC,36.0325,-80.396,RentDigs.com,1568744075
5659912876,housing/rent/apartment,Two BR 3041 NW 41st St Leasing Office,"This unit is located at 3041 NW 41st St Leasing Office, Oklahoma City, 73112, OKMonthly rental rates range from $780 - $870We have 2 beds units available for rent",,1.5,2.0,USD,No,Thumbnail,"Cats,Dogs",780,$780.00 ,Monthly,1152,3041 NW 41st St Leasing Office,Oklahoma City,OK,35.471,-97.5299,RentLingo,1576667393
5508837708,housing/rent/apartment,"Two BR, Two BA, safe neighborhood. Pet OK!","Square footage: 1002 square ft, unit number: 117-E0212. Welcome Apartments. UPGRADE YOUR LIFESTYLE. Positioned close to nature-centric parks and outdoor recreation, offers a unique blend of natural beauty and contemporary living. Kick back and relax in the newly upgraded apartment home that suits your lifestyle. Experience a vibrant style of . Income Requirement: Must have 2. 5x the rent in total household income before taxes, include income from all adults. Utilities included: Electric, Gas, Hot Water, Sewer, Trash, Water. More units available: three Bd / 2 Bedrooms 1,203 sq. feet for $1,219/mo | two Bd / 2 Bedrooms 996 sq-ft for $945/mo | three Bd / 2 Bedrooms 1,230 square ft for $1,069/mo | 0 Bd / 1 Bedrooms 433 square feet for $715/mo | three Bd / 2 Bedrooms for $850/mo | two Bd / 2 Bedrooms for $845/mo",,2.0,2.0,USD,No,Thumbnail,"Cats,Dogs",1095,"$1,095.00 ",Monthly,1002,,Dallas,TX,32.7057,-96.8747,RentDigs.com,1568756288
5508797031,housing/rent/apartment,One BR Apartment - Situated just northwest of Greensboro.,"North Carolina, our pets allowed one-, two-, and 3 beds. Ridge offer more than just luxurious living in Greensboro. The Ridge offers a tohome. Residents and their four-legged friends enjoy the modest elegance of luxurious features including nine foot ceilings with crown molding, breathtaking views, walk-in closets, garden tubs, granite counter tops, private patios or balconies, and cozy fireplaces. luxurious continues just outside of your pets allowed Greensboro apartment. The Ridge features a resort-style swimming pool with cabana, a fully equipped state-of-the-art fitness facilities, and outdoor stainless gas grilling areas. Your new Greensboro high-end apartment community is also situated in the top-ranked Guilford School District and convenient to I-73 for easy commutes to the best dining, shopping, and entertainment in Greensboro. Income Requirement: Must have 3. 0x the rent in total household income before taxes, include income from all adults. Utilities: Renter responsible for all utilities.","Fireplace,Gym,Parking,Pool,Washer Dryer",1.0,1.0,USD,No,Thumbnail,,850,$850.00 ,Monthly,927,,Greensboro,NC,36.0909,-79.9272,RentDigs.com,1568753290
5668629788,housing/rent/apartment,One BR 1626 N Ellison Dr,"This unit is located at 1626 N Ellison Dr, San Antonio, 78251, TXMonthly rental rates range from $1055 - $1860We have one - three beds units available for rent","Dishwasher,Parking,Pool,Refrigerator",1.0,1.0,USD,No,Thumbnail,"Cats,Dogs",1055,"$1,055.00 ",Monthly,528,1626 N Ellison Drive,San Antonio,TX,29.4624,-98.5253,RentLingo,1577359647
5508824106,housing/rent/apartment,"Apartment, Belleville, Two BR - come and see this one.","If you re looking to lease your new home, you want to rest assured that all the essentials are taken care of. That s where we come in. The is a professionally managed apartment community in Belleville, NJ, where you will have everything you need to live your life right. Whether you prefer nights in or love to be out on the town, The is your gateway to the good life. We are only 25 minutes from Midtown tan, nestled in a green, park-like neighborhood, so our location is 1 of our best amenities. Ditch the late-night or weekend laundromat runs, we have laundry facilities onsite for your convenience. Enjoy the essential appliances, and take advantage of our available cable and satellite. Everything you need to do apartment living right is Woodlands. today ! Income Requirement: Must have 3. 0x the rent in total household income before taxes, include income from all adults. Utilities: Renter responsible for all utilities.","Cable or Satellite,Parking",1.0,2.0,USD,No,Thumbnail,,1620,"$1,620.00 ",Monthly,900,,Belleville,NJ,40.7936,-74.1644,RentDigs.com,1568755380
5668638692,housing/rent/apartment,Two BR 3637 South 900 East,"This unit is located at 3637 South 900 East, Millcreek, 84106, UTMonthly rental rates range from $950We have 2 beds units available for rent",,1.0,2.0,USD,No,Thumbnail,,950,$950.00 ,Monthly,935,3637 South 900 East,,,39.8163,-98.5576,RentLingo,1577360255
5509076445,housing/rent/apartment,Apartment in prime location,"The Towers of Windsor Park is conveniently located off of Kings in the prestigious Cherry Hill Township. We are minutes away from 70, 73, the NJ Turnpike and 295. Whether you work locally in South Jersey or across the Ben Franklin Bridge in Philadelphia, we are a commuters dream! Kennedy Hospital, Virtua Hospital, Camden County College, Rutgers University and the Philadelphia International Airport are all within an easy commute. We are near a number of local restaurants and shopping centers including having the acclaimed Cherry Hill Mall in our backyard! Choose from a variety of living spaces designed to meet your every need. Our community offers many amenities inside and out of your home with all utilities included and many new features including a twenty-four hour indoor fitness facilities and a newly appointed outdoor fitness area. All team members of Morgan Properties are committed to providing exceptional service to our residents.","AC,Cable or Satellite,Elevator,Gym,Patio/Deck,Playground,Pool,Tennis,Washer Dryer",1.0,1.0,USD,No,Yes,"Cats,Dogs",1185,"$1,185.00 ",Monthly,784,,Cherry Hill,NJ,39.905,-74.9965,RentDigs.com,1568772098
5668611717,housing/rent/apartment,Studio apartment 2201 N Street Nw,"This unit is located at 2201 N Street Nw, Washington, 20037, DCMonthly rental rates range from $1926 - $3926We have studio - 2 beds units available for rent Apartment features include:-- On Bus Line- Fitness facilities- Pool- Business facility- In-Unit Laundry- Sheltered parking","Parking,Pool",1.0,2.0,USD,No,Thumbnail,"Cats,Dogs",1926,"$1,926.00 ",Monthly,483,2201 N St NW,Washington,DC,38.9074,-77.0494,RentLingo,1577358442
5668617831,housing/rent/apartment,Four BR 2453 Himes Rd,"This unit is located at 2453 Himes Rd, Manhattan, 66502, KSMonthly rental rates range from $1250We have 4 beds units available for rent Apartment features include:-- Laundry hookups",,2.0,4.0,USD,No,Thumbnail,"Cats,Dogs",1250,"$1,250.00 ",Monthly,1363,2453 Himes Road,Manhattan,KS,39.1984,-96.6052,RentLingo,1577358817
5508999124,housing/rent/apartment,"Average Rent $1,475 a month - That's a STEAL!","Square footage: 923 sq-ft, unit number: L205. Amazing location! Easy Interstate 5 Freeway Access! Near Metro Park-n-Ride and. Welcome home to Silver Shadow! We've got exactly what you're looking for in apartment home living! Comfort, convenience, and top notch service, they're all here for Shadow. Choose from a variety of floor plans, 1, 2 and three beds homes, with living spaces designed to please. You will love the touches in each home, which includes a full-size washer & dryer, generous storage with walk-in closets, dishwasher and cozy fireplace. Enjoy an active lifestyle We have a community center that offers a fitness facilities, pool, spa and soothing sauna. Pets are welcome!today Pets are welcome. More units available: two Bd / 1 Bedrooms 880 square feet for $1,429/mo | one Bd / 1 Bedrooms 718 sq. feet for $1,225/mo |","Dishwasher,Fireplace,Gym,Pool,Storage,Washer Dryer",2.0,2.0,USD,No,Yes,"Cats,Dogs",1475,"$1,475.00 ",Monthly,923,,Federal Way,WA,47.3099,-122.3139,RentDigs.com,1568766374
5664571553,housing/rent/apartment,One BR S Ensenada St.,"This unit is located at S Ensenada St., Aurora, 80013, COMonthly rental rates range from $1200We have 1 beds units available for rent Apartment available amenities:-- Furnished",,1.0,1.0,USD,No,Thumbnail,,1200,"$1,200.00 ",Monthly,250,,Aurora,CO,39.6828,-104.8078,RentLingo,1577015098
5664573918,housing/rent/apartment,One BR Hanging Moss Loo,"This unit is located at Hanging Moss Loo, Wesley Chapel, 33543, FLMonthly rental rates range from $750We have 1 beds units available for rent Apartment available amenities:-- Pool- Furnished",Pool,1.0,1.0,USD,No,Thumbnail,,750,$750.00 ,Monthly,300,,Wesley Chapel,FL,28.23,-82.3055,RentLingo,1577015246
5664586098,housing/rent/apartment,Three BR 2301 Anita Dr,"This unit is located at 2301 Anita Dr, Mesquite, 75149, TXMonthly rental rates range from $1299We have 3 beds units available for rent",Storage,1.0,3.0,USD,No,Thumbnail,"Cats,Dogs",1299,"$1,299.00 ",Monthly,1193,2301 Anita Drive,Mesquite,TX,32.7835,-96.6121,RentLingo,1577016300
5668636449,housing/rent/apartment,Two BR 3405 NORTHWEST AVE,"This unit is located at 3405 NORTHWEST AVE, Bellingham, 98225, WAMonthly rental rates range from $1250We have 2 beds units available for rent",,1.5,2.0,USD,No,Thumbnail,Cats,1250,"$1,250.00 ",Monthly,900,3405 Northwest Avenue,Bellingham,WA,48.7871,-122.4437,RentLingo,1577360111
5668615690,housing/rent/apartment,One BR 1780 W Lincoln Ave,"This unit is located at 1780 W Lincoln Ave, Anaheim, 92801, CAMonthly rental rates range from $1700We have 1 beds units available for rent Apartment features include:-- Hot Bath-tub / Spa- On-Site Laundry- professional management office onsite- Fitness facilities- Pool- Storage- In-Unit Laundry","Hot Tub,Pool,Storage",1.0,1.0,USD,No,Thumbnail,,1700,"$1,700.00 ",Monthly,613,1780 W Lincoln Avenue,Anaheim,CA,33.8323,-117.9079,RentLingo,1577358692
5668626240,housing/rent/apartment,One BR 208 Somerset Bay Dr,"This unit is located at 208 Somerset Bay Dr, Glen Burnie, 21061, MDMonthly rental rates range from $1743 - $2060We have one - three beds units available for rent","Fireplace,Storage",2.0,1.0,USD,No,Thumbnail,,1743,"$1,743.00 ",Monthly,1130,208 Somerset Bay Drive,Glen Burnie,MD,39.1634,-76.6165,RentLingo,1577359363
5668611015,housing/rent/apartment,One BR 10881 Richmond Ave,"This is a large property of over 500 units. It stretches across a street, making it feel like 2 complexes. The property feels somewhat dirty.",,1.0,1.0,USD,No,Thumbnail,Cats,600,$600.00 ,Monthly,510,10881 Richmond Avenue,Houston,TX,29.7714,-95.4343,RentLingo,1577358384
5668626432,housing/rent/apartment,One BR 1003 Bridge St NW Apartment 3,"This unit is located at 1003 Bridge St NW Apartment 3, Grand Rapids, 49504, MIMonthly rental rates range from $825We have 1 beds units available for rent",Refrigerator,1.0,1.0,USD,No,Thumbnail,,825,$825.00 ,Monthly,600,1003 Bridge St NW Apartment 3,Grand Rapids,MI,42.9497,-85.6417,RentLingo,1577359373
5668616510,housing/rent/apartment,One BR 4637 Asher Heights,"This unit is located at 4637 Asher Heights, Colorado Springs, 80917, COMonthly rental rates range from $1305 - $1698We have one - two beds units available for rent Apartment features include:-- Fireplace- Balcony, Deck, Patio- Refrigerator- Fitness facilities- Surface Parking- Controlled Access- In-Unit Laundry- Dishwasher","Cable or Satellite,Clubhouse,Dishwasher,Fireplace,Gated,Hot Tub,Internet Access,Parking,Patio/Deck,Pool,Refrigerator",1.0,1.0,USD,No,Thumbnail,"Cats,Dogs",1305,"$1,305.00 ",Monthly,751,4637 Asher Heights,Colorado Springs,CO,38.8562,-104.772,RentLingo,1577358733
5668637165,housing/rent/apartment,One BR 2004 Sierra Commons Rd,"This unit is located at 2004 Sierra Commons Rd, Dickinson, 58601, NDMonthly rental rates range from $850 - $1399We have one - three beds units available for rent","Dishwasher,Internet Access,Parking,Refrigerator",1.0,1.0,USD,No,Thumbnail,"Cats,Dogs",850,$850.00 ,Monthly,685,2004 Sierra Commons Road,Dickinson,ND,46.882,-102.7862,RentLingo,1577360146
5664575756,housing/rent/apartment,Three BR 174 W 8th Street,"This unit is located at 174 W eighth Street, Boston, 2127, MAMonthly rental rates range from $3300We have 3 beds units available for rent Apartment available amenities:-- In-Unit Laundry- Refrigerator- Wood floors- Heat Included- Dishwasher- Public Transportation- Living Room- Balcony, Deck, Patio","Dishwasher,Patio/Deck,Refrigerator",1.0,3.0,USD,No,Thumbnail,"Cats,Dogs",3300,"$3,300.00 ",Monthly,1114,174 W 8th St,Boston,MA,42.328,-71.071,RentLingo,1577015407
5664596482,housing/rent/apartment,Two BR 8264-8308 Williamstown Drive,"This unit is located at 8264-8308 Williamstown Drive, Shelby Twp., 48316, MIMonthly rental rates range from $1475We have 2 beds units available for rent",,2.0,2.0,USD,No,Thumbnail,"Cats,Dogs",1475,"$1,475.00 ",Monthly,1325,8264-8308 Williamstown Dr,,,39.8163,-98.5576,RentLingo,1577016989
